link_to_code,created_on,shortname,long_common_name,component,prop,time,system,scale,method,loinc
https://loinc.org/94437-1,2020-02-21,HLA-DQA1 IgG SerPl FC,HLA-DQA1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DQA1 Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94437-1
https://loinc.org/94436-3,2020-02-21,HLA-DQB1 IgG SerPl FC,HLA-DQB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DQB1 Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94436-3
https://loinc.org/94439-7,2020-02-21,HLA-DRB1 IgG SerPl FC,HLA-DRB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DRB1 Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94439-7
https://loinc.org/94438-9,2020-02-21,HLA-DRB3 + 4 + 5 IgG SerPl FC,HLA-DRB3 and HLA-DRB4 and HLA DRB5 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DRB3 & HLA-DRB4 & HLA DRB5 Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94438-9
https://loinc.org/94426-4,2020-02-20,DENV 1+2+3+4 3' UTR RNA CSF Ql NAA+probe,Dengue virus 1+2+3+4 3' UTR RNA [Presence] in Cerebral spinal fluid by NAA with probe detection,Dengue virus 1+2+3+4 3' UTR RNA,PrThr,Pt,CSF,Ord,Probe.amp.tar,94426-4
https://loinc.org/94427-2,2020-02-20,DENV 1+2+3+4 3' UTR RNA Ser Ql NAA+probe,Dengue virus 1+2+3+4 3' UTR RNA [Presence] in Serum by NAA with probe detection,Dengue virus 1+2+3+4 3' UTR RNA,PrThr,Pt,Ser,Ord,Probe.amp.tar,94427-2
https://loinc.org/94381-1,2020-02-19,"2,3-dinor 11B-PG F2a/Creat 24h Ur","2,3-dinor 11 beta-Prostaglandin F2 alpha/Creatinine [Mass Ratio] in 24 hour Urine","2,3-dinor 11 beta-Prostaglandin F2 alpha/Creatinine",MRto,24H,Urine,Qn,,94381-1
https://loinc.org/94380-3,2020-02-19,A baumannii DNA Lower Resp Ql NAA+probe,Acinetobacter baumannii DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Acinetobacter baumannii DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94380-3
https://loinc.org/94384-5,2020-02-19,Amphiphysin IgG CSF Ql Line blot,Amphiphysin IgG Ab [Presence] in Cerebral spinal fluid by Line blot,Amphiphysin Ab.IgG,PrThr,Pt,CSF,Ord,Line blot,94384-5
https://loinc.org/94340-7,2020-02-19,Amphiphysin IgG Titr Ser IF,Amphiphysin IgG Ab [Titer] in Serum by Immunofluorescence,Amphiphysin Ab.IgG,Titr,Pt,Ser,Qn,IF,94340-7
https://loinc.org/94354-8,2020-02-19,Amphiphysin IgG Titr CSF IF,Amphiphysin IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Amphiphysin Ab.IgG,Titr,Pt,CSF,Qn,IF,94354-8
https://loinc.org/94385-2,2020-02-19,Amphiphysin IgG Ser Ql Line blot,Amphiphysin IgG Ab [Presence] in Serum by Line blot,Amphiphysin Ab.IgG,PrThr,Pt,Ser,Ord,Line blot,94385-2
https://loinc.org/94339-9,2020-02-19,Autoimmune myelopathy eval pnl Ser,Autoimmune myelopathy evaluation panel - Serum,Autoimmune myelopathy evaluation panel,-,Pt,Ser,-,,94339-9
https://loinc.org/94353-0,2020-02-19,Autoimmune myelopathy eval pnl CSF,Autoimmune myelopathy evaluation panel - Cerebral spinal fluid,Autoimmune myelopathy evaluation panel,-,Pt,CSF,-,,94353-0
https://loinc.org/94365-4,2020-02-19,B pert DNA Lower Resp Ql NAA+probe,Bordetella pertussis DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Bordetella pertussis DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94365-4
https://loinc.org/94392-8,2020-02-19,B per+par+bron gidA Lo Resp Ql NAA+probe,Bordetella pertussis+parapertussis+bronchiseptica gidA gene [Presence] in Lower respiratory specimen by NAA with probe detection,Bordetella pertussis+parapertussis+bronchiseptica gidA gene,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94392-8
https://loinc.org/94422-3,2020-02-19,Candida sp group RNA Vag Ql NAA+probe,"Candida albicans, C. dubliniensis, C. parapsilosis, and C. tropicalis RNA [Presence] in Vaginal fluid by NAA with probe detection",Candida albicans+dubliniensis+parapsilosis+tropicalis RNA,PrThr,Pt,Vag,Ord,Probe.amp.tar,94422-3
https://loinc.org/94419-9,2020-02-19,C auris Islt Ql MS.MALDI-TOF,Candida auris [Presence] in Isolate by MS.MALDI-TOF,Candida auris,PrThr,Pt,Isolate,Ord,MS.MALDI-TOF,94419-9
https://loinc.org/94421-5,2020-02-19,C glabrata RNA Vag Ql NAA+probe,Candida glabrata RNA [Presence] in Vaginal fluid by NAA with probe detection,Candida glabrata RNA,PrThr,Pt,Vag,Ord,Probe.amp.tar,94421-5
https://loinc.org/94338-1,2020-02-19,Chr 13+15+16+18+21+22+X+Y aneup POC FISH,Chromosome 13+15+16+18+21+22+X+Y aneuploidy in Products of Conception by FISH,Chromosome 13+15+16+18+21+22+X+Y aneuploidy,Find,Pt,POC,Doc,FISH,94338-1
https://loinc.org/94335-7,2020-02-19,Desmoglein 1+3 IgG Pnl Ser IA,Desmoglein 1 and Desmoglein 3 IgG panel - Serum by Immunoassay,Desmoglein 1 & Desmoglein 3 Ab.IgG panel,-,Pt,Ser,Qn,IA,94335-7
https://loinc.org/94336-5,2020-02-19,Desmoglein 1 IgG Ser IA-aCnc,Desmoglein 1 IgG Ab [Units/volume] in Serum by Immunoassay,Desmoglein 1 Ab.IgG,ACnc,Pt,Ser,Qn,IA,94336-5
https://loinc.org/94337-3,2020-02-19,Desmoglein 3 IgG Ser IA-aCnc,Desmoglein 3 IgG Ab [Units/volume] in Serum by Immunoassay,Desmoglein 3 Ab.IgG,ACnc,Pt,Ser,Qn,IA,94337-3
https://loinc.org/94333-2,2020-02-19,Encephalitozoon 18S rRNA XXX Ql NAA+prb,Encephalitozoon sp 18S rRNA gene [Presence] in Unspecified specimen by NAA with non-probe detection,Encephalitozoon sp 18S rRNA gene,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94333-2
https://loinc.org/94379-5,2020-02-19,E cloac comp DNA Lower Resp Ql NAA+probe,Enterobacter cloacae complex DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Enterobacter cloacae complex DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94379-5
https://loinc.org/94334-0,2020-02-19,E bieneusi 18S rRNA XXX Ql NAA+non-probe,Enterocytozoon bieneusi 18S rRNA gene [Presence] in Unspecified specimen by NAA with non-probe detection,Enterocytozoon bieneusi 18S rRNA gene,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94334-0
https://loinc.org/94378-7,2020-02-19,E coli DNA Lower Resp Ql NAA+probe,Escherichia coli DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Escherichia coli DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94378-7
https://loinc.org/94399-3,2020-02-19,Ethyl glucuronide Mec Cfm-mCnt,Ethyl glucuronide [Mass/mass] in Meconium by Confirmatory method,Ethyl glucuronide,MCnt,Pt,Meconium,Qn,Confirm,94399-3
https://loinc.org/94398-5,2020-02-19,Ethyl sulfate Mec Cfm-mCnt,Ethyl sulfate [Mass/mass] in Meconium by Confirmatory method,Ethyl sulfate,MCnt,Pt,Meconium,Qn,Confirm,94398-5
https://loinc.org/94360-5,2020-02-19,GFAP IgG CSF Ql IF,Glial fibrillary acidic protein IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence,Glial fibrillary acidic protein Ab.IgG,PrThr,Pt,CSF,Ord,IF,94360-5
https://loinc.org/94346-4,2020-02-19,GFAP alpha subunit IgG Ser Ql IF,Glial fibrillary acidic protein alpha subunit IgG Ab [Presence] in Serum by Immunofluorescence,Glial fibrillary acidic protein alpha subunit Ab.IgG,PrThr,Pt,Ser,Ord,IF,94346-4
https://loinc.org/94355-5,2020-02-19,Glial nuc type 1 IgG Titr CSF IF,Glial nuclear type 1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Glial nuclear type 1 Ab.IgG,Titr,Pt,CSF,Qn,IF,94355-5
https://loinc.org/94341-5,2020-02-19,Glial nuc type 1 IgG Titr Ser IF,Glial nuclear type 1 IgG Ab [Titer] in Serum by Immunofluorescence,Glial nuclear type 1 Ab.IgG,Titr,Pt,Ser,Qn,IF,94341-5
https://loinc.org/94383-7,2020-02-19,Glial nuc type 1 IgG CSF Ql Line blot,Glial nuclear type 1 IgG Ab [Presence] in Cerebral spinal fluid by Line blot,Glial nuclear type 1 Ab.IgG,PrThr,Pt,CSF,Ord,Line blot,94383-7
https://loinc.org/94382-9,2020-02-19,Glial nuc type 1 IgG Ser Ql Line blot,Glial nuclear type 1 IgG Ab [Presence] in Serum by Line blot,Glial nuclear type 1 Ab.IgG,PrThr,Pt,Ser,Ord,Line blot,94382-9
https://loinc.org/94345-6,2020-02-19,GAD65 IgG+IgM Ser IA-sCnc,Glutamate decarboxylase 65 IgG+IgM Ab [Moles/volume] in Serum by Immunoassay,Glutamate decarboxylase 65 Ab.IgG+IgM,SCnc,Pt,Ser,Qn,IA,94345-6
https://loinc.org/94359-7,2020-02-19,GAD65 IgG+IgM CSF IA-sCnc,Glutamate decarboxylase 65 IgG+IgM Ab [Moles/volume] in Cerebral spinal fluid by Immunoassay,Glutamate decarboxylase 65 Ab.IgG+IgM,SCnc,Pt,CSF,Qn,IA,94359-7
https://loinc.org/94377-9,2020-02-19,Haem influ DNA Lower Resp Ql NAA+probe,Haemophilus influenzae DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Haemophilus influenzae DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94377-9
https://loinc.org/94425-6,2020-02-19,HPV E6+E7 mRNA XXX Ql NAA+probe,Human papilloma virus E6+E7 mRNA [Presence] in Unspecified specimen by NAA with probe detection,Human papilloma virus 16+18+31+33+35+39+45+51+52+56+58+59+66+68 E6+E7 mRNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,94425-6
https://loinc.org/94395-1,2020-02-19,FLUAV H1 09 pan RNA Lo Rsp Ql NAA+probe,Influenza virus A H1 2009 pandemic RNA [Presence] in Lower respiratory specimen by NAA with probe detection,Influenza virus A H1 2009 pandemic RNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94395-1
https://loinc.org/94396-9,2020-02-19,FLUAV H1 RNA Lower Resp Ql NAA+probe,Influenza virus A H1 RNA [Presence] in Lower respiratory specimen by NAA with probe detection,Influenza virus A H1 RNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94396-9
https://loinc.org/94394-4,2020-02-19,FLUAV H3 RNA Lower Resp Ql NAA+probe,Influenza virus A H3 RNA [Presence] in Lower respiratory specimen by NAA with probe detection,Influenza virus A H3 RNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94394-4
https://loinc.org/94376-1,2020-02-19,K. aerogenes DNA Lower Resp Ql NAA+probe,Klebsiella aerogenes DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Klebsiella aerogenes DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94376-1
https://loinc.org/94375-3,2020-02-19,K oxytoca DNA Lower Resp Ql NAA+probe,Klebsiella oxytoca DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Klebsiella oxytoca DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94375-3
https://loinc.org/94374-6,2020-02-19,K pneumon DNA Lower Resp Ql NAA+probe,Klebsiella pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Klebsiella pneumoniae DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94374-6
https://loinc.org/94420-7,2020-02-19,BV bacteria rRNA Vag Ql NAA+probe,Lactobacillus crispatus+gasseri+jensenii + Gardnerella vaginalis + Atopobium vaginae rRNA [Presence] in Vaginal fluid by NAA with probe detection,Lactobacillus crispatus+gasseri+jensenii+Gardnerella vaginalis+Atopobium vaginae rRNA,PrThr,Pt,Vag,Ord,Probe.amp.tar,94420-7
https://loinc.org/94423-1,2020-02-19,Lysosomal Enzymes Scn Ur-Imp,Lysosomal enzymes screen [Interpretation] in Urine Narrative,Lysosomal enzymes screen,Imp,Pt,Urine,Nar,,94423-1
https://loinc.org/94361-3,2020-02-19,mGluR1 IgG CSF Ql IF,Metabotropic glutamate receptor 1 IgG Ab [Presence] in Cerebral spinal fluid by Immunofluorescence,Metabotropic glutamate receptor 1 Ab.IgG,PrThr,Pt,CSF,Ord,IF,94361-3
https://loinc.org/94347-2,2020-02-19,mGluR1 IgG Ser Ql IF,Metabotropic glutamate receptor 1 IgG Ab [Presence] in Serum by Immunofluorescence,Metabotropic glutamate receptor 1 Ab.IgG,PrThr,Pt,Ser,Ord,IF,94347-2
https://loinc.org/94332-4,2020-02-19,Microsporidia 18S rRNA Pnl NAA+non-prb,Microsporidia sp 18S rRNA gene panel - Unspecified specimen by NAA with non-probe detection,Microsporidia sp 18S rRNA gene panel,-,Pt,XXX,-,Non-probe.amp.tar,94332-4
https://loinc.org/94373-8,2020-02-19,M catarrhalis DNA Lower Resp Ql NAA+prb,Moraxella catarrhalis DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Moraxella catarrhalis DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94373-8
https://loinc.org/94390-2,2020-02-19,Hu1 IgG CSF Ql Line blot,Neuronal nuclear type 1 IgG Ab [Presence] in Cerebral spinal fluid by Line blot,Neuronal nuclear type 1 Ab.IgG,PrThr,Pt,CSF,Ord,Line blot,94390-2
https://loinc.org/94356-3,2020-02-19,Hu1 IgG Titr CSF IF,Neuronal nuclear type 1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Neuronal nuclear type 1 Ab.IgG,Titr,Pt,CSF,Qn,IF,94356-3
https://loinc.org/94389-4,2020-02-19,Hu1 IgG Ser Ql Line blot,Neuronal nuclear type 1 IgG Ab [Presence] in Serum by Line blot,Neuronal nuclear type 1 Ab.IgG,PrThr,Pt,Ser,Ord,Line blot,94389-4
https://loinc.org/94342-3,2020-02-19,Hu1 IgG Titr Ser IF,Neuronal nuclear type 1 IgG Ab [Titer] in Serum by Immunofluorescence,Neuronal nuclear type 1 Ab.IgG,Titr,Pt,Ser,Qn,IF,94342-3
https://loinc.org/94387-8,2020-02-19,Hu2 IgG Ser Ql Line blot,Neuronal nuclear type 2 IgG Ab [Presence] in Serum by Line blot,Neuronal nuclear type 2 Ab.IgG,PrThr,Pt,Ser,Ord,Line blot,94387-8
https://loinc.org/94388-6,2020-02-19,Hu2 IgG CSF Ql Line blot,Neuronal nuclear type 2 IgG Ab [Presence] in Cerebral spinal fluid by Line blot,Neuronal nuclear type 2 Ab.IgG,PrThr,Pt,CSF,Ord,Line blot,94388-6
https://loinc.org/94357-1,2020-02-19,Hu2 IgG Titr CSF IF,Neuronal nuclear type 2 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Neuronal nuclear type 2 Ab.IgG,Titr,Pt,CSF,Qn,IF,94357-1
https://loinc.org/94343-1,2020-02-19,Hu2 IgG Titr Ser IF,Neuronal nuclear type 2 IgG Ab [Titer] in Serum by Immunofluorescence,Neuronal nuclear type 2 Ab.IgG,Titr,Pt,Ser,Qn,IF,94343-1
https://loinc.org/94358-9,2020-02-19,Hu3 IgG Titr CSF IF,Neuronal nuclear type 3 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Neuronal nuclear type 3 Ab.IgG,Titr,Pt,CSF,Qn,IF,94358-9
https://loinc.org/94344-9,2020-02-19,Hu3 IgG Titr Ser IF,Neuronal nuclear type 3 IgG Ab [Titer] in Serum by Immunofluorescence,Neuronal nuclear type 3 Ab.IgG,Titr,Pt,Ser,Qn,IF,94344-9
https://loinc.org/94400-9,2020-02-19,M Protein SerPl Ql,Protein.monoclonal [Presence] in Serum or Plasma,Protein.monoclonal,PrThr,Pt,Ser/Plas,Ord,,94400-9
https://loinc.org/94372-0,2020-02-19,Proteus sp DNA Lower Resp Ql NAA+probe,Proteus sp DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Proteus sp DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94372-0
https://loinc.org/94371-2,2020-02-19,P aeruginosa DNA Lower Resp Ql NAA+probe,Pseudomonas aeruginosa DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Pseudomonas aeruginosa DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94371-2
https://loinc.org/94363-9,2020-02-19,PCA-1 IgG Titr CSF IF,PCA-1 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Purkinje cell cytoplasmic type 1 Ab.IgG,Titr,Pt,CSF,Qn,IF,94363-9
https://loinc.org/94350-6,2020-02-19,PCA-1 IgG Titr Ser IF,PCA-1 IgG Ab [Titer] in Serum by Immunofluorescence,Purkinje cell cytoplasmic type 1 Ab.IgG,Titr,Pt,Ser,Qn,IF,94350-6
https://loinc.org/94364-7,2020-02-19,PCA-2 IgG Titr CSF IF,PCA-2 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Purkinje cell cytoplasmic type 2 Ab.IgG,Titr,Pt,CSF,Qn,IF,94364-7
https://loinc.org/94351-4,2020-02-19,PCA-2 IgG Titr Ser IF,PCA-2 IgG Ab [Titer] in Serum by Immunofluorescence,Purkinje cell cytoplasmic type 2 Ab.IgG,Titr,Pt,Ser,Qn,IF,94351-4
https://loinc.org/94352-2,2020-02-19,PCA-Tr IgG Titr Ser IF,PCA-Tr IgG Ab [Titer] in Serum by Immunofluorescence,Purkinje cell cytoplasmic type Tr Ab.IgG,Titr,Pt,Ser,Qn,IF,94352-2
https://loinc.org/94362-1,2020-02-19,PCA-Tr IgG Titr CSF IF,PCA-Tr IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Purkinje cell cytoplasmic type Tr Ab.IgG,Titr,Pt,CSF,Qn,IF,94362-1
https://loinc.org/94386-0,2020-02-19,PCA-Tr IgG CSF Ql Line blot,PCA-Tr IgG Ab [Presence] in Cerebral spinal fluid by Line blot,Purkinje cell cytoplasmic type Tr Ab.IgG,PrThr,Pt,CSF,Ord,Line blot,94386-0
https://loinc.org/94393-6,2020-02-19,Resp path DNA+RNA Pnl Lower Resp NAA+prb,Respiratory pathogens DNA and RNA panel - Lower respiratory specimen by NAA with probe detection,Respiratory pathogens DNA & RNA panel,-,Pt,Respiratory.lower,-,Probe.amp.tar,94393-6
https://loinc.org/94391-0,2020-02-19,Resp viral DNA+RNA Pnl Low Resp NAA+prb,Respiratory viral pathogens DNA and RNA panel - Lower respiratory specimen by NAA with probe detection,Respiratory viral pathogens DNA & RNA panel,-,Pt,Respiratory.lower,-,Probe.amp.tar,94391-0
https://loinc.org/94370-4,2020-02-19,S marcescens DNA Lower Resp Ql NAA+probe,Serratia marcescens DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Serratia marcescens DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94370-4
https://loinc.org/94369-6,2020-02-19,S aureus DNA Lower Resp Ql NAA+probe,Staphylococcus aureus DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Staphylococcus aureus DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94369-6
https://loinc.org/94424-9,2020-02-19,MRSA SCCmec+orfX Islt/Spm Ql,Staphylococcus aureus methicillin resistance SCCmec+orfX junction [Presence] by Molecular method,Staphylococcus aureus methicillin resistance SCCmec+orfX junction,PrThr,Pt,Isolate/Specimen,Ord,Molgen,94424-9
https://loinc.org/94368-8,2020-02-19,Gp B Strep DNA Lower Resp Ql NAA+probe,Streptococcus agalactiae DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Streptococcus agalactiae DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94368-8
https://loinc.org/94367-0,2020-02-19,S pneum DNA Lower Resp Ql NAA+probe,Streptococcus pneumoniae DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Streptococcus pneumoniae DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94367-0
https://loinc.org/94366-2,2020-02-19,S pyo DNA Lower Resp Ql NAA+probe,Streptococcus pyogenes DNA [Presence] in Lower respiratory specimen by NAA with probe detection,Streptococcus pyogenes DNA,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,94366-2
https://loinc.org/94397-7,2020-02-19,SSC HypoXan Xan Urate Pnl Ur,"Sulfocysteine, Hypoxanthine, Xanthine, Urate and Creatinine panel - Urine","Sulfocysteine, Hypoxanthine, Xanthine, Urate & Creatinine panel",-,Pt,Urine,Qn,,94397-7
https://loinc.org/94348-0,2020-02-19,VGCC-N Bind IgG+IgM Ser IA-sCnc,Voltage-gated calcium channel N type binding IgG+IgM Ab [Moles/volume] in Serum by Immunoassay,Voltage-gated calcium channel N type binding Ab.IgG+IgM,SCnc,Pt,Ser,Qn,IA,94348-0
https://loinc.org/94349-8,2020-02-19,VGCC-P/Q Bind IgG+IgM Ser IA-sCnc,Voltage-gated calcium channel P/Q type binding IgG+IgM Ab [Moles/volume] in Serum by Immunoassay,Voltage-gated calcium channel PQ type binding Ab.IgG+IgM,SCnc,Pt,Ser,Qn,IA,94349-8
https://loinc.org/94331-6,2020-02-17,Spec Collect proc comment,Specimen Collection procedure comment,Collection procedure comment,Find,Pt,Specimen,Nom,,94331-6
https://loinc.org/94330-8,2020-02-17,Specimen Processing comment,Specimen Processing comment,Processing comment,Find,Pt,Specimen,Nom,,94330-8
https://loinc.org/94327-4,2020-02-09,PhenX - HPV vaccine use protocol,PhenX - human papillomavirus vaccine use protocol 100802,PhenX - human papillomavirus vaccine use protocol 100802,-,Pt,^Patient,-,PhenX,94327-4
https://loinc.org/94324-1,2020-02-06,Orthopaedic surgery Care management note,Orthopaedic surgery Care management note,Care management note,Find,Pt,{Setting},Doc,Orthopaedic surgery,94324-1
https://loinc.org/94323-3,2020-02-06,WOC Team Conf eval note,"Wound, Ostomy, and Continence Care Team Conference note",Conference note,Find,Pt,{Setting},Doc,"Wound, ostomy, and continence care.team",94323-3
https://loinc.org/94319-1,2020-02-06,MAiD Consult note,Medical Aid in Dying Consult note,Consultation note,Find,Pt,{Setting},Doc,Medical aid in dying,94319-1
https://loinc.org/94321-7,2020-02-06,MAiD Team Note,Medical Aid in Dying Team Note,Note,Find,Pt,{Setting},Doc,Medical aid in dying.team,94321-7
https://loinc.org/94322-5,2020-02-06,MAiD Phone Note,Medical Aid in Dying Telephone encounter Note,Note,Find,Pt,Telephone encounter,Doc,Medical aid in dying,94322-5
https://loinc.org/94318-3,2020-02-06,MAiD Plan of care note,Medical Aid in Dying Plan of care note,Plan of care note,Find,Pt,{Setting},Doc,Medical aid in dying,94318-3
https://loinc.org/94320-9,2020-02-06,MAiD Procedure note,Medical Aid in Dying procedure note,Procedure note,Find,Pt,{Setting},Doc,Medical aid in dying,94320-9
https://loinc.org/94304-3,2020-01-31,OxyCODONE+metabolites Pnl Ur Cfm,OxyCODONE and metabolites panel - Urine by Confirmatory method,OxyCODONE & metabolites panel,-,Pt,Urine,-,Confirm,94304-3
https://loinc.org/94305-0,2020-01-31,OxyMORphone+Noroxymorph Pnl Ur Cfm,OxyMORphone and Noroxymorphone panel - Urine by Confirmatory method,OxyMORphone & Noroxymorphone panel,-,Pt,Urine,-,Confirm,94305-0
https://loinc.org/94303-5,2020-01-31,Preg + 17-OH Preg pnl SerPl,Pregnenolone and 17-Hydroxypregnenolone panel - Serum or Plasma,Pregnenolone & 17-Hydroxypregnenolone panel,-,Pt,Ser/Plas,Qn,,94303-5
https://loinc.org/94275-5,2020-01-30,Honey bee (rApi m) 3 IgE Qn,Honey bee acid phosphatase recombinant (rApi m) 3 IgE Ab [Units/volume] in Serum,Apis mellifera acid phosphatase recombinant (rApi m) 3 Ab.IgE,ACnc,Pt,Ser,Qn,,94275-5
https://loinc.org/94279-7,2020-01-30,Honey bee (rApi m) 3 IgE RAST Ql,Honey bee acid phosphatase recombinant (rApi m) 3 IgE Ab RAST class [Presence] in Serum,Apis mellifera acid phosphatase recombinant (rApi m) 3 Ab.IgE.RAST class,PrThr,Pt,Ser,Ord,,94279-7
https://loinc.org/94276-3,2020-01-30,Honey bee DPP (rApi m) 5 IgE Qn,Honey bee dipeptidyl peptidase recombinant (rApi m) 5 IgE Ab [Units/volume] in Serum,Apis mellifera dipeptidyl peptidase recombinant (rApi m) 5 Ab.IgE,ACnc,Pt,Ser,Qn,,94276-3
https://loinc.org/94280-5,2020-01-30,Honey bee DPP (rApi m) 5 IgE RAST Ql,Honey bee dipeptidyl peptidase recombinant (rApi m) 5 IgE Ab RAST class [Presence] in Serum,Apis mellifera dipeptidyl peptidase recombinant (rApi m) 5 Ab.IgE.RAST class,PrThr,Pt,Ser,Ord,,94280-5
https://loinc.org/94274-8,2020-01-30,Bedaquiline Susc Islt,Bedaquiline [Susceptibility],Bedaquiline,Susc,Pt,Isolate,OrdQn,,94274-8
https://loinc.org/94278-9,2020-01-30,Cat (rFel d) 7 IgE Qn,Cat recombinant (rFel d) 7 IgE Ab [Units/volume] in Serum,Cat recombinant (rFel d) 7 Ab.IgE,ACnc,Pt,Ser,Qn,,94278-9
https://loinc.org/94282-1,2020-01-30,Cat (rFel d) 7 IgE RAST Ql,Cat recombinant (rFel d) 7 IgE Ab RAST class [Presence] in Serum,Cat recombinant (rFel d) 7 Ab.IgE.RAST class,PrThr,Pt,Ser,Ord,,94282-1
https://loinc.org/94293-8,2020-01-30,Citalopram+Escitalopram SerPl Cfm-mCnc,Citalopram+Escitalopram [Mass/volume] in Serum or Plasma by Confirmatory method,Citalopram+Escitalopram,MCnc,Pt,Ser/Plas,Qn,Confirm,94293-8
https://loinc.org/94292-0,2020-01-30,Citalopram+Escitalopram SerPl Ql Scn,Citalopram+Escitalopram [Presence] in Serum or Plasma by Screen method,Citalopram+Escitalopram,PrThr,Pt,Ser/Plas,Ord,Screen,94292-0
https://loinc.org/94285-4,2020-01-30,CASPR2 IgG Ser Ql CBA IFA,Contactin-associated protein 2 IgG Ab [Presence] in Serum by Cell binding assay immunofluorescent assay,Contactin-associated protein 2 Ab.IgG,PrThr,Pt,Ser,Ord,CBA IFA,94285-4
https://loinc.org/94286-2,2020-01-30,CASPR2 IgG CSF Ql CBA IFA,Contactin-associated protein 2 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay,Contactin-associated protein 2 Ab.IgG,PrThr,Pt,CSF,Ord,CBA IFA,94286-2
https://loinc.org/94284-7,2020-01-30,DPPX IgG Titr CSF IF,Dipeptidyl aminopeptidase-like protein 6 IgG Ab [Titer] in Cerebral spinal fluid by Immunofluorescence,Dipeptidyl aminopeptidase-like protein 6 Ab.IgG,Titr,Pt,CSF,Qn,IF,94284-7
https://loinc.org/94283-9,2020-01-30,DPPX IgG CSF Ql CBA IFA,Dipeptidyl aminopeptidase-like protein 6 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay,Dipeptidyl aminopeptidase-like protein 6 Ab.IgG,PrThr,Pt,CSF,Ord,CBA IFA,94283-9
https://loinc.org/94277-1,2020-01-30,Dog (rCan f) 6 IgE Qn,Dog recombinant 6 IgE Ab [Units/volume] in Serum,Dog recombinant (rCan f) 6 Ab.IgE,ACnc,Pt,Ser,Qn,,94277-1
