n,concept_name,vocabulary_id
7,Eschscholzia californica flowering top extract,RxNorm
7,calcium hypophosphite,RxNorm
7,Indigo,RxNorm
7,juglans regia shell extract,RxNorm
7,lentil seed extract,RxNorm
7,trametinib,RxNorm
7,Ficus carica flower extract,RxNorm
7,D-glutamic acid,RxNorm
7,Cannabis sativa seed extract,RxNorm
7,levomilnacipran,RxNorm
7,poppy seed oil,RxNorm
7,Areca Catechu,RxNorm Extension
7,Asclepias Syriaca,RxNorm Extension
7,Heracleum Sphondylium,RxNorm Extension
7,Erica,RxNorm Extension
7,Chamomilla Vulgaris,RxNorm Extension
7,Common Bean Garden,RxNorm Extension
7,Murex Purpurea,RxNorm Extension
7,Larch Agaric,RxNorm Extension
7,Plasmafibronectin,RxNorm Extension
7,Vitamin B12 (Hydroxocobalamin),RxNorm Extension
7,Vitamin D2 (Ergocalciferol),RxNorm Extension
7,Bos taurus intervertebral disc preparation,RxNorm
7,Sanguisorba officinalis whole extract,RxNorm
7,obinutuzumab,RxNorm
7,eslicarbazepine,RxNorm
7,Black alder pollen extract,RxNorm
7,sucroferric oxyhydroxide,RxNorm
7,Paeonia lactiflora whole extract,RxNorm
7,ELOSULFASE ALFA,RxNorm
7,"Fatty Acids, Omega-6",RxNorm
7,Zirconium,RxNorm
7,ramucirumab,RxNorm
7,MORAXELLA CATARRHALIS SUBSP. CATARRHALIS,RxNorm
7,molybdate ion,RxNorm
7,ethyl salicylate,RxNorm
7,isoflupredone,RxNorm
7,suvorexant,RxNorm
7,platinic chloride,RxNorm
7,olaparib,RxNorm
7,nivolumab,RxNorm
7,Sulfur Hexafluoride,RxNorm
7,secukinumab,RxNorm
7,daclatasvir,RxNorm
7,dinutuximab,RxNorm
7,phenolsulfonate,RxNorm
7,ivabradine,RxNorm
7,ceftaroline fosamil,RxNorm
7,sacubitril,RxNorm
7,rolapitant,RxNorm
6,"Yellow-Fever Virus Vaccine, 17D-204 strain",RxNorm
6,Triazolam,RxNorm
6,fosphenytoin,RxNorm
6,tolcapone,RxNorm
6,sibutramine,RxNorm
6,Enflurane,RxNorm
6,Eszopiclone,RxNorm
6,Isocarboxazid,RxNorm
6,tiopronin,RxNorm
6,Dichlorotetrafluoroethane,RxNorm
6,acetohydroxamic acid,RxNorm
6,balsalazide,RxNorm
6,efalizumab,RxNorm
6,sulconazole,RxNorm
6,alitretinoin,RxNorm
6,triethanolamine,RxNorm
6,TRIETHANOLAMINE POLYPEPTIDE OLEATE CONDENSATE,RxNorm
6,difenoxin,RxNorm
6,Pancrelipase,RxNorm
6,Cinoxacin,RxNorm
6,valdecoxib,RxNorm
6,zafirlukast,RxNorm
6,Auranofin,RxNorm
6,bromodiphenhydramine,RxNorm
6,Choline Magnesium Trisalicyclate,RxNorm
6,Meclofenamate,RxNorm
6,frovatriptan,RxNorm
6,Methyldopate,RxNorm
6,nilutamide,RxNorm
6,ambrisentan,RxNorm
6,Nesiritide,RxNorm
6,Moricizine,RxNorm
6,dofetilide,RxNorm
6,Guanabenz,RxNorm
6,Goserelin,RxNorm
6,Altretamine,RxNorm
6,HOODIA GORDONII EXTRACT,RxNorm
6,plant stanol ester,RxNorm
6,Testolactone,RxNorm
6,Thioguanine,RxNorm
6,miglitol,RxNorm
6,troglitazone,RxNorm
6,Pramlintide,RxNorm
6,Acarbose,RxNorm
6,ganirelix,RxNorm
6,"Insulin, Zinc, Pork",RxNorm
6,somatrem,RxNorm
6,"Ultralente Insulin, Human",RxNorm
6,grapiprant,RxNorm
6,deutetrabenazine,RxNorm
6,brigatinib,RxNorm
6,telithromycin,RxNorm
6,Saxifraga granulata flowering top extract,RxNorm
6,rucaparib,RxNorm
6,Enoxacin,RxNorm
6,grepafloxacin,RxNorm
6,Sodium ironedetate,RxNorm
6,hexocyclium,RxNorm
6,parecoxib,RxNorm
6,ANAMU Preparation,RxNorm
6,lacidipine,RxNorm
6,Trientine,RxNorm
6,Aprindine,RxNorm
6,Thyrotropin,RxNorm
6,mild silver protein,RxNorm
6,monooctanoin,RxNorm
6,Xenon,RxNorm
6,temoporfin,RxNorm
6,Paroxypropione,RxNorm
6,Petiveria Alliacea Preparation,RxNorm
6,desirudin,RxNorm
6,beta-Escin,RxNorm
6,"ALLERGENIC EXTRACT, TIMOTHY GRASS",RxNorm
6,AMMONIUM SILICOFLUORIDE,RxNorm
6,apiole,RxNorm
6,"BCG, Live, Montreal Strain",RxNorm
6,CHLORIDE HEXAHYDRATE,RxNorm
6,Frangula preparation,RxNorm
6,Plerixafor,RxNorm
6,Tissue Respiratory Factor,RxNorm
6,doramectin,RxNorm
6,alatrofloxacin,RxNorm
6,ammonium ferrous sulfate,RxNorm
6,benzonidazole,RxNorm
6,climbazole,RxNorm
6,bunazosin,RxNorm
6,silybin,RxNorm
6,Dichloroacetate,RxNorm
6,ferumoxsil,RxNorm
6,ixabepilone,RxNorm
6,danaparoid,RxNorm
6,prolintane,RxNorm
6,Phenindione,RxNorm
6,bentiromide,RxNorm
6,butriptyline,RxNorm
6,temafloxacin,RxNorm
6,thiopropazate,RxNorm
6,zinc carbonate,RxNorm
6,piperacetazine,RxNorm
6,ciprofibrate,RxNorm
6,cloxazolam,RxNorm
6,Canthaxanthin,RxNorm
6,Encainide,RxNorm
6,Muromonab-CD3,RxNorm
6,s typhi (ty-2 strain),RxNorm
6,Promegestone,RxNorm
6,ardeparin,RxNorm
6,Fendiline,RxNorm
6,ALUMINUM SUBACETATE,RxNorm
6,"heparin, bovine",RxNorm
6,AMYL SALICYLATE,RxNorm
6,Fumitory Extract,RxNorm
6,METHYL DIACETYLCYSTEINATE,RxNorm
6,MEGLUMINE BENZOATE,RxNorm
6,VALEPOTRIATE,RxNorm
6,Protamone,RxNorm
6,POTASSIUM SULFIDE,RxNorm
6,BISMUTH CHLORIDE OXIDE,RxNorm
6,alglucerase,RxNorm
6,Trichophyton antigen,RxNorm
6,"MAGNESIUM, CHELATED",RxNorm
6,Sodium bitartrate,RxNorm
6,etofibrate,RxNorm
6,Lymphocyte immune globulin,RxNorm
6,cortivazol,RxNorm
6,trisodium citrate,RxNorm
6,gamma-oryzanol,RxNorm
6,ipriflavone,RxNorm
6,Glycyrrhizic Acid,RxNorm
6,clotiazepam,RxNorm
6,MYCOPHENOLATE,RxNorm
6,omacetaxine mepesuccinate,RxNorm
6,hylan,RxNorm
6,COLA EXTRACT,RxNorm
6,lidamidine,RxNorm
6,limonene,RxNorm
6,Creatinine,RxNorm
6,manidipine,RxNorm
6,methampicillin,RxNorm
6,Cefmetazole,RxNorm
6,Cefonicid,RxNorm
6,Hydrogen,RxNorm
6,Hymecromone,RxNorm
6,Indoramin,RxNorm
6,parthenolide,RxNorm
6,mizolastine,RxNorm
6,pirenoxine,RxNorm
6,gadoversetamide,RxNorm
6,difluprednate,RxNorm
6,"Lente Insulin, Beef",RxNorm
6,"Insulin, Prompt Zinc, Human",RxNorm
6,regadenoson,RxNorm
6,FEDRILATE,RxNorm
6,DIISOPROMINE,RxNorm
6,Lisuride,RxNorm
6,pipoxolan,RxNorm
6,ethanolamine oleate,RxNorm
6,flosequinan,RxNorm
6,quinupramine,RxNorm
6,SLIPPERY ELM BARK,RxNorm
6,mepirodipine,RxNorm
6,zotepine,RxNorm
6,AZINTAMIDE,RxNorm
6,DIFETARSONE,RxNorm
6,gadodiamide,RxNorm
6,gepefrine,RxNorm
6,Gastric Mucins,RxNorm
6,fonazine,RxNorm
6,monoethyl fumarate,RxNorm
6,Sodium tartrate,RxNorm
6,Cerebral Phospholipids,RxNorm
6,Interferon Type II,RxNorm
6,Linolenate,RxNorm
6,Iodophors,RxNorm
6,Human vaccinia immune globulin,RxNorm
6,imidapril,RxNorm
6,Kininogenase,RxNorm
6,Levallorphan,RxNorm
6,Medazepam,RxNorm
6,Pristinamycin,RxNorm
6,gluconate,RxNorm
6,Moxalactam,RxNorm
6,Oxolinic Acid,RxNorm
6,Phenazocine,RxNorm
6,zinc bromide,RxNorm
6,Thymol iodide,RxNorm
6,Nitromersol,RxNorm
6,Streptozocin,RxNorm
6,Teniposide,RxNorm
6,idarucizumab,RxNorm
6,patiromer,RxNorm
6,asfotase alfa,RxNorm
6,Luffa aegyptiaca fruit extract,RxNorm
6,Sugammadex,RxNorm
6,methylephedrine,RxNorm
6,osimertinib,RxNorm
6,daratumumab,RxNorm
6,ixazomib,RxNorm
6,obeticholic acid,RxNorm
6,Tiger snake venom antiserum,RxNorm Extension
6,Sulprostone,RxNorm Extension
6,Fibronectin,RxNorm Extension
6,Storax Prepared,RxNorm Extension
6,2-hydroxy benzoic acid n-ethylethanamin,RxNorm Extension
6,medicinal clay,RxNorm Extension
6,Menotrophin,RxNorm Extension
6,gourds,RxNorm Extension
6,senecio bicolor herb extract,RxNorm Extension
6,kieserit,RxNorm Extension
6,mentzelia- ordifolia extract,RxNorm Extension
6,haematopoietic stem cells from humans [bone marrow],RxNorm Extension
6,white clay,RxNorm Extension
6,uzara root extract,RxNorm Extension
6,Agalsidase alfa,RxNorm Extension
6,Sodium perchlorate,RxNorm Extension
6,King brown snake venom antiserum,RxNorm Extension
6,healing water,RxNorm Extension
6,genuine sponge,RxNorm Extension
6,Homeopathic graphites,RxNorm Extension
6,linden flower extract,RxNorm Extension
6,porcine optic nerve extract,RxNorm Extension
6,Monmectite,RxNorm Extension
6,Fotemustine,RxNorm Extension
6,kreosotum,RxNorm Extension
6,formica parva extract,RxNorm Extension
6,Rupatadine,RxNorm Extension
6,ferrum sesquichloratum,RxNorm Extension
6,bovine palatine tonsil,RxNorm Extension
6,apisinum extract,RxNorm Extension
6,ordinary-sweet vernal grass-pollen allergen,RxNorm Extension
6,California juniper pollen extract,RxNorm
6,Mucor extract,RxNorm
6,canyon ragweed pollen extract,RxNorm
6,black cottonwood pollen extract,RxNorm
6,jute fiber extract,RxNorm
6,domestic goat skin extract,RxNorm
6,sisal fiber extract,RxNorm
6,prasugrel,RxNorm
6,pitavastatin,RxNorm
6,pazopanib,RxNorm
6,romidepsin,RxNorm
6,casein (cow milk) allergenic extract,RxNorm
6,duck feather extract,RxNorm
6,clam allergenic extract,RxNorm
6,orange allergenic extract,RxNorm
6,hog hair extract,RxNorm
6,lobster allergenic extract,RxNorm
6,Mongolian gerbil skin allergenic extract,RxNorm
6,ponazuril,RxNorm
6,rat skin extract,RxNorm
6,wine grape allergenic extract,RxNorm
6,tomato allergenic extract,RxNorm
6,lodgepole pine pollen extract,RxNorm
6,lentil allergenic extract,RxNorm
6,sweet potato allergenic extract,RxNorm
6,Levosimendan,RxNorm
6,Malachite green,RxNorm
6,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine,RxNorm
6,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine,RxNorm
6,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine,RxNorm
6,Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine,RxNorm
6,cotton fiber allergenic extract,RxNorm
6,Chia Seed Oil,RxNorm
6,benzenesulfonic acid,RxNorm
6,black imported fire ant allergenic extract,RxNorm
6,denosumab,RxNorm
6,autologous cultured chondrocytes,RxNorm
6,eprinomectin,RxNorm
6,chickpea allergenic extract,RxNorm
6,macadamia nut allergenic extract,RxNorm
6,leek allergenic extract,RxNorm
6,sage leaf allergenic extract,RxNorm
6,dabigatran etexilate,RxNorm
6,white sweet clover pollen extract,RxNorm
6,yellow sweet clover pollen extract,RxNorm
6,ceftaroline,RxNorm
6,vilazodone,RxNorm
6,ipilimumab,RxNorm
6,Ticagrelor,RxNorm
6,(Phenylpropyl)Aminobenzosulfonyl-Amino-Dimethylpyrimidin-Disulfonate,RxNorm Extension
6,5-Bromosalicylic Acid,RxNorm Extension
6,Acetylsulfafurazole,RxNorm Extension
6,Actinoquinol,RxNorm Extension
6,Allyl Isothiocyanate,RxNorm Extension
6,Broxyquinoline,RxNorm Extension
6,Bromochloroquinolinol,RxNorm Extension
6,Carbuterol,RxNorm Extension
6,Carbasalate Calcium,RxNorm Extension
6,Cefacetrile,RxNorm Extension
6,Dimetacrine,RxNorm Extension
6,Dioxethedrin,RxNorm Extension
6,Fenyramidol,RxNorm Extension
6,Fencarbamide,RxNorm Extension
6,Human Alpha1 Proteinase Inhibitor,RxNorm Extension
6,Homofenazine,RxNorm Extension
6,Heptabarb,RxNorm Extension
6,Iopodic Acid,RxNorm Extension
6,Klebsiella Ozaenae,RxNorm Extension
6,Levodropropizine,RxNorm Extension
6,Lactobacillus Gasseri,RxNorm Extension
6,Mecloxamine,RxNorm Extension
6,Mitopodozide,RxNorm Extension
6,Narceine,RxNorm Extension
6,Phenamacide,RxNorm Extension
6,Peruvoside,RxNorm Extension
6,Pengitoxin,RxNorm Extension
6,Pseudoecgonine Isopropyl Ester Benzoate,RxNorm Extension
6,Sulbentine,RxNorm Extension
6,Sulfaperin,RxNorm Extension
6,Smilax Glabra,RxNorm Extension
6,Thromboplastin,RxNorm Extension
6,Tributylstannous Benzoic Acid,RxNorm Extension
6,Toliprolol,RxNorm Extension
6,Valethamate,RxNorm Extension
6,Visnadine,RxNorm Extension
6,Pyrethrum extract,RxNorm
6,tafluprost,RxNorm
6,avanafil,RxNorm
6,taliglucerase alfa,RxNorm
6,lorcaserin,RxNorm
6,Aesculus hippocastanum leaf extract,RxNorm
6,Agave americana leaf extract,RxNorm
6,Bupleurum chinense root extract,RxNorm
6,Carpinus betulus flower extract,RxNorm
6,Camellia sinensis flower extract,RxNorm
6,Colocasia esculenta root extract,RxNorm
6,Coriander oil,RxNorm
6,Dill Seed Oil,RxNorm
6,Human Papillomavirus,RxNorm
6,Hypericum extract,RxNorm
6,LACHESIS MUTA VENOM,RxNorm
6,LACTOPEROXIDASE,RxNorm
6,Juniperus communis fruit extract,RxNorm
6,Juniperus sabina leafy twig extract,RxNorm
6,Laricifomes officinalis fruiting body extract,RxNorm
6,Octopamine,RxNorm
6,Sassafras oil,RxNorm
6,Scleranthus annuus flowering top extract,RxNorm
6,Pulex irritans preparation,RxNorm
6,Ulmus procera flowering twig extract,RxNorm
6,sodium bromide,RxNorm
6,Solidago canadensis flowering top extract,RxNorm
6,Sus scrofa lung preparation,RxNorm
6,Sus scrofa mesenchyme preparation,RxNorm
6,deslorelin,RxNorm
6,calcium hexafluorosilicate,RxNorm
6,calcium silicate,RxNorm
6,rancid beef preparation,RxNorm
6,lemon balm oil,RxNorm
6,linaclotide,RxNorm
6,silver birch pollen allergenic extract,RxNorm
6,teriflunomide,RxNorm
6,Quercus alba extract,RxNorm
6,UNDECYLENIC ACID MONOETHANOLAMIDE,RxNorm
6,diosmetin,RxNorm
6,Capsicum annuum whole extract,RxNorm
6,Mentha arvensis leaf extract,RxNorm
6,Ulex europaeus flower extract,RxNorm
6,beef liver preparation,RxNorm
6,Chelone glabra extract,RxNorm
6,Ballota foetida extract,RxNorm
6,Ranunculus Ficaria extract,RxNorm
6,tofacitinib,RxNorm
6,Aesculus glabra nut extract,RxNorm
6,Carnosine,RxNorm
6,ammonium hydroxide,RxNorm
6,All-Trans-Retinol,RxNorm
6,gadofosveset,RxNorm
6,Hura crepitans sap extract,RxNorm
6,Rhamnus cathartica fruit extract,RxNorm
6,apixaban,RxNorm
6,MICROCRYSTALLINE WAX,RxNorm
6,tetrachloroaurate,RxNorm
6,Monobasic Sodium Phosphate Monohydrate,RxNorm Extension
6,Castor canadensis scent gland secretion preparation,RxNorm
6,Synthetic camphor,RxNorm
6,GERANIUM EXTRACT,RxNorm
6,Vitis vinifera leaf extract,RxNorm
6,Cnidium officinale whole extract,RxNorm
6,LIQUIDAMBAR ORIENTALIS RESIN,RxNorm
6,N-ALKYL ETHYLBENZYL DIMETHYL AMMONIUM (C12-C14),RxNorm
6,PRUNUS DOMESTICA SUBSP. INSITITIA SEED OIL,RxNorm
6,Avicularia avicularia preparation,RxNorm
6,"MENTHONE 1,2-GLYCEROL KETAL, (-)-",RxNorm
6,Ophiocordyceps sinensis extract,RxNorm
6,Human poliovirus,RxNorm
6,Chenopodium vulvaria extract,RxNorm
6,Erechtites hieraciifolius extract,RxNorm
6,CALAMUS OIL,RxNorm
6,Abies Nigra,RxNorm Extension
6,Allergenic Extracts,RxNorm Extension
6,Agaricus Phalloides,RxNorm Extension
6,Amygdala Amara,RxNorm Extension
6,Angelicae Sinensis Radix,RxNorm Extension
6,Angustura Vera,RxNorm Extension
6,Buckthorn,RxNorm Extension
6,Carbon Tetrachloride,RxNorm Extension
6,Cryofluorane,RxNorm Extension
6,Conchiolinum,RxNorm Extension
6,Lipolytic Enzyme,RxNorm Extension
6,Kali Cyanatum,RxNorm Extension
6,Rupatadine Fumarate,RxNorm Extension
6,Phloridzinum,RxNorm Extension
6,Pipradrol Hydrochloride,RxNorm Extension
6,Orthosiphon Leaf,RxNorm Extension
6,Vitamin A (Halibut Liver Oil),RxNorm Extension
6,Vitamin B12 (Cobamamide),RxNorm Extension
6,lipegfilgrastim,RxNorm
6,Cistus incanus flowering top extract,RxNorm
6,oclacitinib,RxNorm
6,Lolium temulentum top extract,RxNorm
6,Droxidopa,RxNorm
6,naloxegol,RxNorm
6,dalbavancin,RxNorm
6,Populus tremula whole extract,RxNorm
6,Kalanchoe pinnata leaf extract,RxNorm
6,pirfenidone,RxNorm
6,Potassium ascorbate,RxNorm
6,zinc picrate,RxNorm
6,Ecamsule,RxNorm
6,Epigaea repens extract,RxNorm
6,idelalisib,RxNorm
6,palbociclib,RxNorm
6,"L1 protein, Human papillomavirus type 31 Vaccine",RxNorm
6,"L1 protein, Human papillomavirus type 33 Vaccine",RxNorm
6,"L1 protein, Human papillomavirus type 45 Vaccine",RxNorm
6,"L1 protein, Human papillomavirus type 52 Vaccine",RxNorm
6,"L1 protein, Human papillomavirus type 58 Vaccine",RxNorm
6,edoxaban,RxNorm
6,panobinostat,RxNorm
6,avibactam,RxNorm
6,4-hydroxybenzoic acid,RxNorm
6,alirocumab,RxNorm
6,Agaricus subrufescens extract,RxNorm
6,"ferric acetate, basic",RxNorm
5,"rabies immune globulin, (human) vaccine",RxNorm
5,Lyme Disease Vaccine,RxNorm
5,yellow-fever virus,RxNorm
5,Dexfenfluramine,RxNorm
5,Benzphetamine,RxNorm
5,zaleplon,RxNorm
5,quazepam,RxNorm
5,Estazolam,RxNorm
5,Ethotoin,RxNorm
5,Protriptyline,RxNorm
5,methsuximide,RxNorm
5,metaxalone,RxNorm
5,Ambenonium,RxNorm
5,enasidenib,RxNorm
5,halazepam,RxNorm
5,Methazolamide,RxNorm
5,Alclometasone,RxNorm
5,tegaserod,RxNorm
5,Sinecatechins,RxNorm
5,Kinetin,RxNorm
5,sodium sulfite,RxNorm
5,alosetron,RxNorm
5,amlexanox,RxNorm
5,Aloe Polysaccharide,RxNorm
5,Octoxynol-9,RxNorm
5,docosanol,RxNorm
5,lubiprostone,RxNorm
5,bitolterol,RxNorm
5,Ticlopidine,RxNorm
5,MILK THISTLE SEED,RxNorm
5,sargramostim,RxNorm
5,Mitotane,RxNorm
5,letrozole,RxNorm
5,Oprelvekin,RxNorm
5,gefitinib,RxNorm
5,Mibefradil,RxNorm
5,anastrozole,RxNorm
5,cilostazol,RxNorm
5,Procarbazine,RxNorm
5,Floxuridine,RxNorm
5,lapatinib,RxNorm
5,sorafenib,RxNorm
5,Polypodium Leucotomos,RxNorm
5,anagrelide,RxNorm
5,nilotinib,RxNorm
5,Mecamylamine,RxNorm
5,exemestane,RxNorm
5,Black cohosh root extract,RxNorm
5,guanadrel,RxNorm
5,Raloxifene,RxNorm
5,Oxandrolone,RxNorm
5,Acetohexamide,RxNorm
5,"insulin human, rDNA origin",RxNorm
5,betrixaban,RxNorm
5,valbenazine,RxNorm
5,safinamide,RxNorm
5,ESTROGENIC SUBSTANCES,RxNorm
5,trovafloxacin,RxNorm
5,alexitol,RxNorm
5,Zalcitabine,RxNorm
5,adefovir,RxNorm
5,cefditoren,RxNorm
5,Delavirdine,RxNorm
5,Ethionamide,RxNorm
5,Trimetrexate,RxNorm
5,Clofazimine,RxNorm
5,Mefloquine,RxNorm
5,sulthiame,RxNorm
5,iron sorbitex,RxNorm
5,iso-sulfan blue,RxNorm
5,nicofuranose,RxNorm
5,methantheline,RxNorm
5,Trimethaphan,RxNorm
5,Trypan Blue,RxNorm
5,Metyrapone,RxNorm
5,Dicobalt edetate,RxNorm
5,lofexidine,RxNorm
5,Tolonium chloride,RxNorm
5,meclocycline,RxNorm
5,Fluclorolone,RxNorm
5,gemeprost,RxNorm
5,Fennel seed preparation,RxNorm
5,Acetyldigitoxin,RxNorm
5,mosapride,RxNorm
5,Zinc-DTPA,RxNorm
5,Debrisoquin,RxNorm
5,Amodiaquine,RxNorm
5,silodosin,RxNorm
5,"ALLERGENIC EXTRACT, WASP",RxNorm
5,"PEPTONE,DRIED",RxNorm
5,CALCIUM IODIZED,RxNorm
5,DICRESULENE POLYMER,RxNorm
5,ancestim,RxNorm
5,5-methoxypsoralen,RxNorm
5,silver mono(2-aminoethyl)phosphate,RxNorm
5,tilbroquinol,RxNorm
5,alminoprofen,RxNorm
5,althiazide,RxNorm
5,Beclamide,RxNorm
5,flucloronide,RxNorm
5,benzylparaben,RxNorm
5,formestane,RxNorm
5,"COLLAGEN,ACTIVATED",RxNorm
5,Bethanidine,RxNorm
5,rilonacept,RxNorm
5,phensuximide,RxNorm
5,Acenocoumarol,RxNorm
5,Ornipressin,RxNorm
5,campesterol,RxNorm
5,Pipecuronium,RxNorm
5,poldine,RxNorm
5,p-Hydroxyamphetamine,RxNorm
5,Capreomycin,RxNorm
5,carpipramine,RxNorm
5,potassium perchlorate,RxNorm
5,cefodizime,RxNorm
5,propamidine,RxNorm
5,gadoxetate,RxNorm
5,aniracetam,RxNorm
5,artemether,RxNorm
5,iocetamic acid,RxNorm
5,bambuterol,RxNorm
5,fibrinolysis inhibitor,RxNorm
5,brotizolam,RxNorm
5,bumadizone,RxNorm
5,testosterone 17-phenylpropionate,RxNorm
5,tianeptine,RxNorm
5,triazulenone,RxNorm
5,Interferon Alfa-n1,RxNorm
5,zirconium oxide,RxNorm
5,Anistreplase,RxNorm
5,cifenline,RxNorm
5,clofoctol,RxNorm
5,lumefantrine,RxNorm
5,Corticotropin-Releasing Hormone,RxNorm
5,ibutilide,RxNorm
5,profenamine,RxNorm
5,croconazole,RxNorm
5,Etretinate,RxNorm
5,cloprednol,RxNorm
5,Cefsulodin,RxNorm
5,cicletanine,RxNorm
5,Probucol,RxNorm
5,cycrimine,RxNorm
5,Cephaloridine,RxNorm
5,denaverine,RxNorm
5,Obidoxime,RxNorm
5,difebarbamate,RxNorm
5,floctafenine,RxNorm
5,helicidine,RxNorm
5,IRON BILE SALTS,RxNorm
5,POLYOXYETHYLENE ETHER,RxNorm
5,METHOSERPIDINE,RxNorm
5,Erwinia asparaginase,RxNorm
5,Ammonium salicylate,RxNorm
5,GUAIETOLIN,RxNorm
5,MAGNESIUM GLUTAMATE,RxNorm
5,dromostanolone,RxNorm
5,SCOPARIUM,RxNorm
5,TIBEZONIUM IODIDE,RxNorm
5,Gallamine,RxNorm
5,CALCIUM ALGINATE,RxNorm
5,etifoxine,RxNorm
5,Gestonorone Caproate,RxNorm
5,ethyl linoleate,RxNorm
5,Pyridinolcarbamate,RxNorm
5,febarbamate,RxNorm
5,fenoverine,RxNorm
5,BUTTON MUSHROOM EXTRACT,RxNorm
5,chaste berry extract,RxNorm
5,"dipropizine, (S)-isomer",RxNorm
5,ifenprodil,RxNorm
5,Gymnema Sylvestre Preparation,RxNorm
5,lithium sulfate,RxNorm
5,cinoxate,RxNorm
5,mecysteine,RxNorm
5,methixene,RxNorm
5,methyl anthranilate,RxNorm
5,Cyclofenil,RxNorm
5,camphoric acid 1-methyl ester,RxNorm
5,Plum Preparation,RxNorm
5,Botulism Immune Globulin IV Human,RxNorm
5,oxetorone,RxNorm
5,reboxetine,RxNorm
5,arbutamine,RxNorm
5,white kidney bean extract,RxNorm
5,dezocine,RxNorm
5,"Insulin, Protamine Zinc, Pork",RxNorm
5,BISMUTH HYDROXIDE,RxNorm
5,Pinacidil,RxNorm
5,ethinamate,RxNorm
5,ethyl loflazepate,RxNorm
5,fenoxazoline,RxNorm
5,progabide,RxNorm
5,Yucca extract,RxNorm
5,Eyebright preparation,RxNorm
5,stearyl alcohol,RxNorm
5,sulbutiamine,RxNorm
5,temocillin,RxNorm
5,terodiline,RxNorm
5,tertatolol,RxNorm
5,thiphenamil,RxNorm
5,trofosfamide,RxNorm
5,laureth-4,RxNorm
5,"L1 protein, Human papillomavirus type 18",RxNorm
5,barbexaclone,RxNorm
5,Morphine Liposomal,RxNorm
5,fluindione,RxNorm
5,ibopamine,RxNorm
5,meglumine iotroxinate,RxNorm
5,nilvadipine,RxNorm
5,Iprindole,RxNorm
5,Iproniazid,RxNorm
5,delmopinol,RxNorm
5,Lidoflazine,RxNorm
5,Mitobronitol,RxNorm
5,Lithium Aspartate,RxNorm
5,Inert Ingredients,RxNorm
5,proxibarbal,RxNorm
5,Potassium Sorbate,RxNorm
5,Prajmaline,RxNorm
5,Captodiamine,RxNorm
5,Smallpox Vaccine,RxNorm
5,tipiracil,RxNorm
5,Galanthus nivalis extract,RxNorm
5,ixekizumab,RxNorm
5,Carthamus tinctorius whole extract,RxNorm
5,Citrus reticulata whole extract,RxNorm
5,dimethyl 4-phthalate,RxNorm
5,Cobimetinib,RxNorm
5,BOTULINUM NEUROTOXIN B IMMUNE FAB2,RxNorm
5,Aspergillus niger allergenic extract,RxNorm
5,elbasvir,RxNorm
5,grazoprevir,RxNorm
5,mepolizumab,RxNorm
5,Homeopathic ledum palustre,RxNorm Extension
5,Dosulepin hydrochloride,RxNorm Extension
5,bovine female fetus skin extract,RxNorm Extension
5,bovine mandible extract,RxNorm Extension
5,bovine periodontal extract,RxNorm Extension
5,sodium amidotrizoate,RxNorm Extension
5,potassium-hydrogen-2-oxopentandioat,RxNorm Extension
5,material specification,RxNorm Extension
5,Eptotermin alfa,RxNorm Extension
5,bovine fetus placenta extract,RxNorm Extension
5,bovine maxilla extract,RxNorm Extension
5,Disodium folinate,RxNorm Extension
5,Colestilan,RxNorm Extension
5,Homeopathic calcarea fluorica,RxNorm Extension
5,Industrial methylated spirit,RxNorm Extension
5,Butoforme,RxNorm Extension
5,"n-decyl-n,n-dimethyldecan-1-aminium chloride",RxNorm Extension
5,proteus morganii,RxNorm Extension
5,spruce shoots,RxNorm Extension
5,Carbetocin,RxNorm Extension
5,3 trees pollen mix glutaraldehyde-modified extracts,RxNorm Extension
5,Vinflunine,RxNorm Extension
5,Ceftobiprole,RxNorm Extension
5,Human Immunoglobulin Anti-D,RxNorm Extension
5,anus bovine extract,RxNorm Extension
5,speik oil,RxNorm Extension
5,porcine oculomotor n erve extract,RxNorm Extension
5,octadecyl -2-ethylhexanoate,RxNorm Extension
5,Phosphate,RxNorm Extension
5,Carob seed,RxNorm Extension
5,Conestat alfa,RxNorm Extension
5,thistle flower juice,RxNorm Extension
5,Ataluren,RxNorm Extension
5,Veratrole,RxNorm Extension
5,"(rs)-2,3-bis(sulfanyl)propan-1-sulfonate sodium",RxNorm Extension
5,bovine cornea extract,RxNorm Extension
5,bovine retina choroid extract,RxNorm Extension
5,Homeopathic colocynthis,RxNorm Extension
5,Cassis leaf extract,RxNorm Extension
5,12 grasses pollen mix (B2) glutaraldehyde-modified extracts,RxNorm Extension
5,Homeopathic mercurius solubilis,RxNorm Extension
5,Botulinum toxin type B,RxNorm Extension
5,Homeopathic natrum muriaticum,RxNorm Extension
5,Climbing ivy extract,RxNorm Extension
5,human menopausal gonadotrophin,RxNorm Extension
