concept_name,vocabulary_id
FERROUS CYSTEINE GLYCINATE,RxNorm
Geranium wilfordii top extract,RxNorm
HYDROXYETHYL CELLULOSE (280 MPA.S AT 2%),RxNorm
hydroxypropyl bis-hydroxyethyldimonium,RxNorm
glycereth-6,RxNorm
metaflumizone,RxNorm
metreleptin,RxNorm
monomenthyl glutarate,RxNorm
polygonum cuspidatum leaf extract,RxNorm
tasimelteon,RxNorm
pigment orange 2,RxNorm
pigment yellow 3,RxNorm
pineapple extract,RxNorm
AMINOMETHYLPROPANOL (PERFLUORO-C6-C12 ETHYL)PHOSPHATE,RxNorm
Citrus aurantiifolia flower extract,RxNorm
Citrus aurantium fruit extract,RxNorm
Citrus bergamia leaf extract,RxNorm
Citrus junos seed extract,RxNorm
Collinsonia canadensis root extract,RxNorm
Ascorbyl Tetraisopalmitate,RxNorm
erythorbate,RxNorm
stearyl glycyrrhetinate,RxNorm
octyldodecyl stearoyl stearate,RxNorm
PROPYLENE GLYCOL MONOLAURATE,RxNorm
TRIOCTYLDODECYL CITRATE,RxNorm
RICE BRAN,RxNorm
Abies balsamea leaf oil,RxNorm
Luffa operculata whole extract,RxNorm
2-propoxy-1-propanol,RxNorm
Actinidia chinensis whole extract,RxNorm
isopropyl behenate,RxNorm
panthenyl ethyl ether,RxNorm
"SILK, ACID HYDROLYZED (1000 MW)",RxNorm
POLYACRYLAMIDE (1300000 MW),RxNorm
dioctyl maleate,RxNorm
PEG-PPG-14-7 dimethyl ether,RxNorm
POLYGLYCERYL-10 OLEATE,RxNorm
tofacitinib,RxNorm
BAMBUSA VULGARIS SAP EXTRACT,RxNorm
BAMBUSA VULGARIS STEM EXTRACT,RxNorm
BARLEY BRAN,RxNorm
BATILOL,RxNorm
BAY LEAF OIL,RxNorm
BEHENETH-10,RxNorm
BEHENYL PHOSPHATE,RxNorm
BEMOTRIZINOL,RxNorm
BETULA PENDULA TAR OIL,RxNorm
Withania somnifera root extract,RxNorm
wormwood extract,RxNorm
Wyethia helenioides root extract,RxNorm
Xanthium strumarium fruit extract,RxNorm
Tussilago farfara flower extract,RxNorm
VIBURNUM OPULUS ROOT,RxNorm
Viburnum prunifolium bark extract,RxNorm
Danio rerio egg preparation,RxNorm
Claviceps Purpurea Sclerotium,RxNorm
Colocasia esculenta root extract,RxNorm
STRAWBERRY JUICE,RxNorm
Periploca sepium root bark extract,RxNorm
N-(3-(dimethylamino)propyl)octadecanamide,RxNorm
N-(hydroxyethyl)ethylenediaminetriacetic acid,RxNorm
NEOPENTYL GLYCOL DICAPRATE,RxNorm
NONOXYNOL-20,RxNorm
NONOXYNOL-4 SULFATE,RxNorm
New coccine,RxNorm
Oryza sativa whole extract,RxNorm
Panax notoginseng root extract,RxNorm
Pegoxol 7 Stearate,RxNorm
OFTASCEINE,RxNorm
"OXACYCLOHEPTADEC-8-EN-2-ONE, (8Z)-",RxNorm
Ocimum gratissimum leaf oil,RxNorm
Octyldodecyl Neopentanoate,RxNorm
PEG-8 & SMDI copolymer,RxNorm
PEG PPG116-66 copolymer,RxNorm
PEG-100 Stearate,RxNorm
PENTYLAMINE,RxNorm
Orchis mascula whole extract,RxNorm
POLYGLYCERYL-3 DIISOSTEARATE,RxNorm
POLYGLYCERYL-4 ISOSTEARATE,RxNorm
POLYISOBUTYLENE (200000 MW),RxNorm
POLYOXYL 8 STEARATE,RxNorm
POLYQUATERNIUM-10 (400 CPS AT 2%),RxNorm
POLYSILICONE-15,RxNorm
POLYVINYL ACETATE PHTHALATE,RxNorm
pradofloxacin,RxNorm
Povidone K25,RxNorm
Plantago asiatica extract,RxNorm
Poloxamer 338,RxNorm
Polyethylene Glycol 1450,RxNorm
polyethylene glycol 2000,RxNorm
Pinus densiflora root extract,RxNorm
Pinus palustris leaf extract,RxNorm
Rhamnus cathartica fruit extract,RxNorm
Purslane oil,RxNorm
Pyrophosphate,RxNorm
Gentianella amarella flower extract,RxNorm
Glycyrrhetinic acid,RxNorm
Glycyrrhiza inflata root extract,RxNorm
Gold,RxNorm
Giant puffball extract,RxNorm
Gonorrheal urethral secretion human,RxNorm
Gossypium herbaceum root bark extract,RxNorm
Glechoma hederacea extract,RxNorm
Gleditsia sinensis fruit extract,RxNorm
Glehnia littoralis root extract,RxNorm
Grindelia hirsutula flowering top extract,RxNorm
Lime Oil,RxNorm
Limonia acidissima wood extract,RxNorm
Limonium vulgare flowering top extract,RxNorm
Magnesium Ascorbate,RxNorm
Mercuric chloride,RxNorm
Mercurius solubilis preparation,RxNorm
calomel,RxNorm
Mercurous iodide preparation,RxNorm
Melaleuca alternifolia leaf extract,RxNorm
Metanil yellow,RxNorm
Lippia citriodora flower extract,RxNorm
Melissa officinalis extract,RxNorm
Melissa officinalis leaf extract,RxNorm
Melissa officinalis leaf oil,RxNorm
Litchi chinensis seed extract,RxNorm
Comocladia dentata bark-leaf extract,RxNorm
defibrotide,RxNorm
Clematis recta flowering top extract,RxNorm
Symplocarpus foetidus root extract,RxNorm
Synthetic yellow iron oxide,RxNorm
Syringa vulgaris flower extract,RxNorm
Syzygium cumini seed extract,RxNorm
Syzygium jambos leaf extract,RxNorm
Syzygium jambos seed extract,RxNorm
Streptococcus pyogenes,RxNorm
Strontium carbonate preparation,RxNorm
Strophanthus hispidus seed extract,RxNorm
Strychnine Nitrate,RxNorm
Strychnos ignatii seed extract,RxNorm
Strychnos nux-vomica seed extract,RxNorm
Strychnos wallichiana bark extract,RxNorm
Styphnolobium japonicum root extract,RxNorm
TETRAHEXYLDECYL ASCORBATE,RxNorm
THYMUS OIL,RxNorm
TRIHYDROXYSTEARIN,RxNorm
Tabebuia heterophylla bark extract,RxNorm
Tabebuia impetiginosa bark extract,RxNorm
Tagetes erecta flower extract,RxNorm
Tamarind seed extract,RxNorm
Theridion curassavicum preparation,RxNorm
Thermus Thermophilus Lysate,RxNorm
Tanacetum parthenium flower extract,RxNorm
Tanacetum vulgare top extract,RxNorm
Tantalum,RxNorm
Taraxacum officinale leaf extract,RxNorm
Taraxacum officinale whole extract,RxNorm
Taraxacum palustre root extract,RxNorm
Prunus armeniaca seed extract,RxNorm
Prunus dulcis bark extract,RxNorm
Prunus laurocerasus leaf extract,RxNorm
Prunus mume flower extract,RxNorm
Prunus mume fruit extract,RxNorm
Prunus persica flower extract,RxNorm
Prunus persica leaf extract,RxNorm
Prunus persica seed extract,RxNorm
Prunus serotina bark extract,RxNorm
Prunus serotina fruit extract,RxNorm
Prunus serrulata flower extract,RxNorm
Prunus speciosa leaf extract,RxNorm
Prunus spinosa flower bud extract,RxNorm
WORMWOOD OIL,RxNorm
Triticum aestivum extract,RxNorm
Wasabi root extract,RxNorm
West Indian lemongrass oil,RxNorm
D&C RED NO. 21,RxNorm
D&C RED NO. 28,RxNorm
D&C RED NO. 6,RxNorm
D&C RED NO. 7,RxNorm
lucinactant,RxNorm
Acetyldigitoxin,RxNorm
Acitretin,RxNorm
Antipyrine,RxNorm
APIS MELLIFERA VEN PROTEIN,RxNorm
chaste berry extract,RxNorm
CHLORIDE HEXAHYDRATE,RxNorm
CHLOROTHEOPHYLLINE,RxNorm
Bupranolol,RxNorm
Buprenorphine,RxNorm
Bupropion,RxNorm
5-methoxypsoralen,RxNorm
5-methyl-8-hydroxyquinoline,RxNorm
Ambenonium,RxNorm
Ambroxol,RxNorm
Alfacalcidol,RxNorm
Barberry Extract,RxNorm
Barbital,RxNorm
Activated attapulgite,RxNorm
Clonidine,RxNorm
Coriander Extract,RxNorm
Dopamine,RxNorm
Anisotropine,RxNorm
Lisuride,RxNorm
Lithium,RxNorm
Lithium Carbonate,RxNorm
aminosalicylate,RxNorm
Acetone,RxNorm
Acetylcarnitine,RxNorm
Acetylcholine,RxNorm
Acetylcysteine,RxNorm
Acetyldigoxins,RxNorm
Acetylene,RxNorm
Acidulated Phosphate Fluoride,RxNorm
Aclarubicin,RxNorm
Aconite,RxNorm
Acriflavine,RxNorm
Spectinomycin,RxNorm
Activated Charcoal,RxNorm
Acyclovir,RxNorm
Adenine,RxNorm
Adenosine,RxNorm
Adenosine Triphosphate,RxNorm
Mesna,RxNorm
beta-Alanine,RxNorm
4-Aminobenzoic Acid,RxNorm
5-Hydroxytryptophan,RxNorm
6-Aminocaproic Acid,RxNorm
Azathioprine,RxNorm
CLORAZEPIC ACID,RxNorm
COBALT GLUCONATE,RxNorm
COLA EXTRACT,RxNorm
COLLAGEN HEMOSTAT,RxNorm
COLLAGENASE,RxNorm
Aminoglutethimide,RxNorm
Aminolevulinic Acid,RxNorm
"ANTIRABIES SERUM,EQUINE",RxNorm
ARNICA FLOWERS EXTRACT,RxNorm
ASPARAGINASE,RxNorm
Apple Cider Vinegar,RxNorm
Apple pectin,RxNorm
amphotericin B liposomal,RxNorm
Ampicillin,RxNorm
argatroban,RxNorm
Lidocaine,RxNorm
Sodium Ascorbate,RxNorm
Aprindine,RxNorm
Aprotinin,RxNorm
Magnesium Aspartate,RxNorm
Brompheniramine,RxNorm
BCG Vaccine,RxNorm
"BCG, Live, Connaught Strain",RxNorm
Aspartic Acid,RxNorm
Allopurinol,RxNorm
Alfalfa preparation,RxNorm
dipipanone,RxNorm
dipropizine,RxNorm
"dipropizine, (S)-isomer",RxNorm
fominoben,RxNorm
imatinib,RxNorm
metylperon,RxNorm
Naproxen,RxNorm
Pergolide,RxNorm
emtricitabine,RxNorm
entacapone,RxNorm
Pentagastrin,RxNorm
Methocarbamol,RxNorm
Malt soup extract,RxNorm
glycol salicylate,RxNorm
Meclofenoxate,RxNorm
Pantothenic Acid,RxNorm
Cellulose,RxNorm
Clonixin,RxNorm
Corn Oil,RxNorm
Corn silk preparation,RxNorm
BENZOXIQUINE,RxNorm
BENZOXONIUM,RxNorm
BETAHISTINE,RxNorm
Lovastatin,RxNorm
Baclofen,RxNorm
Lithium acetate,RxNorm
Mucor plumbeus allergenic extract,RxNorm
Atazanavir,RxNorm
Bearberry preparation,RxNorm
Acarbose,RxNorm
Arginine,RxNorm
Bitter apple preparation,RxNorm
Bittersweet extract,RxNorm
EICOSYL POVIDONE (2 EICOSYL BRANCHES-REPEAT),RxNorm
ELOSULFASE ALFA,RxNorm
Enterobacter cloacae,RxNorm
Ehrlichia chaffeensis extract,RxNorm
ANGELICA DAHURICA WHOLE EXTRACT,RxNorm
ANTIOXIDANT 119,RxNorm
"3,4,9,10-perylenetetracarboxylic diimide",RxNorm
Acetyl Coenzyme A,RxNorm
Agropyron fragile whole extract,RxNorm
Angelica pubescens whole extract,RxNorm
Pinus sylvestris bark extract,RxNorm
Tricaine methanesulfonate,RxNorm
Di-C12-13 Alkyl Tartrate,RxNorm
caryocar brasiliense fruit oil,RxNorm
Hyriopsis cumingii whole extract,RxNorm
Eucommia ulmoides whole extract,RxNorm
Eugenia uniflora whole extract,RxNorm
Fritillaria cirrhosa bulb extract,RxNorm
Glycyrrhiza glabra whole extract,RxNorm
Glycyrrhiza uralensis whole extract,RxNorm
Humulus lupulus whole extract,RxNorm
Lepidium sativum seed extract,RxNorm
Lotus corniculatus flower volatile oil,RxNorm
Peucedanum praeruptorum root extract,RxNorm
Polygonum arenastrum whole extract,RxNorm
Stemona sessilifolia root extract,RxNorm
Ronidazole,RxNorm
Basic fuchsin,RxNorm
DIPHENYL DIMETHICONE (100 CST),RxNorm
PEG-14 DIMETHICONE,RxNorm
GLYCERETH-7 TRIACETATE,RxNorm
DANDELION HONEY,RxNorm
ramucirumab,RxNorm
toltrazuril,RxNorm
pyroligneous acid,RxNorm
AMODIMETHICONE (1300 CST),RxNorm
coagulation factor IX recombinant immunoglobulin G1 fusion protein,RxNorm
flavone,RxNorm
Tabebuia impetiginosa leaf extract,RxNorm
decyl olivate,RxNorm
"1.ALPHA.,24S-DIHYDROXYVITAMIN D2",RxNorm
flathead sole preparation,RxNorm
vorapaxar,RxNorm
Amorphophallus konjac root extract,RxNorm
ceramide eop,RxNorm
C24-28 Olefin,RxNorm
Tiletamine,RxNorm
siltuximab,RxNorm
ISOBUTYL STEARATE,RxNorm
Hepatitis A Virus,RxNorm
Hepatitis C virus,RxNorm
BIS-PEG PPG-16-16 PEG-PPG-16-16 DIMETHICONE,RxNorm
DIETHANOLAMINE OLETH-3 PHOSPHATE,RxNorm
albiglutide,RxNorm
Clostridium difficile (bacteria),RxNorm
Andrographis paniculata whole extract,RxNorm
Hafnium,RxNorm
Ruthenium,RxNorm
Thorium,RxNorm
Yttrium,RxNorm
Zirconium,RxNorm
Lutetium,RxNorm
Tuftsin,RxNorm
Simmondsia chinensis leaf extract,RxNorm
Quarternium-15,RxNorm
Rosa centifolia flower extract,RxNorm
Rosmarinus officinalis whole extract,RxNorm
Rotenone,RxNorm
Rubella virus,RxNorm
RUTA GRAVEOLENS FLOWERING TOP OIL,RxNorm
"SILK, ENZYME HYDROLYZED (1000 MW)",RxNorm
SODIUM BISULFATE,RxNorm
SODIUM TALLOWATE,RxNorm
SORBITAN,RxNorm
4-coumaric acid,RxNorm
oclacitinib,RxNorm
"CITRONELLOL ACETATE, (R)-",RxNorm
COCO MONOISOPROPANOLAMIDE,RxNorm
Coxiella burnetii,RxNorm
CYBERLINDNERA JADINII RNA,RxNorm
Chelidonium majus flowering top extract,RxNorm
Centaurea benedicta flowering top extract,RxNorm
Hypophosphorus Acid,RxNorm
IPOMOEA PES-CAPRAE FLOWERING TOP Extract,RxNorm
POLYGLYCERYL-2 MONOISOSTEARATE,RxNorm
OLEYL ERUCATE,RxNorm
ONCORHYNCHUS MASOU SPERM DNA,RxNorm
PEG-150-DECYL ALCOHOL-SMDI COPOLYMER (1350 MPA.S AT 3%),RxNorm
PEG-5 Soy Sterol,RxNorm
Plasmodium malariae,RxNorm
POLY(METHYL METHACRYLATE; 450000 MW),RxNorm
Opuntia ficus-indica fruit juice,RxNorm
Mimosa pudica leaf extract,RxNorm
TRIACONTANYL PVP (WP-660),RxNorm
Tagetes minuta flower oil,RxNorm
Taurine Deoxycholate,RxNorm
Thiostrepton,RxNorm
Viola odorata leaf extract,RxNorm
Trifolium pratense leaf extract,RxNorm
Zanthoxylum nitidum root extract,RxNorm
apixaban,RxNorm
acrylate,RxNorm
coco-betaine,RxNorm
cocoyl isethionate,RxNorm
dibutyl adipate,RxNorm
crofelemer,RxNorm
cholesteryl sulfate,RxNorm
decamethyltetrasiloxane,RxNorm
ceteareth-22,RxNorm
cetyl sulfate,RxNorm
capryl-capramidopropyl betaine,RxNorm
Clove preparation,RxNorm
Three-Lobe sage extract,RxNorm
Dicentra canadensis root extract,RxNorm
"LIMONEN-10-OL, (+)-",RxNorm
Palmitamidopropyltrimonium,RxNorm
Notopterygium incisum whole extract,RxNorm
PEG-3 DISTEARATE,RxNorm
PEG-40 SORBITAN STEARATE,RxNorm
PEG-45 palm kernel glycerides,RxNorm
PEG-80 glyceryl cocoate,RxNorm
Poloxamer 237,RxNorm
Ribes nigrum leaf extract,RxNorm
Rosa Multiflora Flower Wax,RxNorm
Staphylococcus epidermidis,RxNorm
Staphylococcus haemolyticus,RxNorm
STAPHYLOCOCCUS SIMULANS,RxNorm
Rehmannia glutinosa whole extract,RxNorm
Shigella sonnei,RxNorm
Streptococcus dysgalactiae,RxNorm
Streptococcus equinus,RxNorm
Salix purpurea bark extract,RxNorm
Schizonepeta tenuifolia whole extract,RxNorm
Scrophularia ningpoensis whole extract,RxNorm
Technetium Tc 99m Pertechnetate,RxNorm
Toxicodendron succedaneum whole extract,RxNorm
Streptococcus uberis,RxNorm
Strophanthus kombe whole extract,RxNorm
Symphytum officinale whole extract,RxNorm
Tilia americana flower extract,RxNorm
TERT-BUTYL METHACRYLATE,RxNorm
Zanthoxylum piperitum whole extract,RxNorm
Vaccinia virus strain New York City Board of Health live antigen,RxNorm
bornyl acetate,RxNorm
D&C YELLOW NO. 11,RxNorm
Tylophora indica root extract,RxNorm
Viola odorata flowering top extract,RxNorm
Vipera Berus Venom,RxNorm
Virola sebifera resin extract,RxNorm
Viscum album fruit extract,RxNorm
Viscum album fruiting top extract,RxNorm
Viscum album leaf extract,RxNorm
ersofermin,RxNorm
chromium gluconate,RxNorm
decyl glucoside,RxNorm
costus root oil,RxNorm
diazolidinylurea,RxNorm
diethylene glycol monoethyl ether,RxNorm
Cucumber extract,RxNorm
cucumber juice,RxNorm
cultivated mushroom extract,RxNorm
cupric arsenite,RxNorm
enzalutamide,RxNorm
cyclomethicone,RxNorm
ethyl cellulose,RxNorm
ethyl citrate,RxNorm
ethyl palmitate,RxNorm
ethyl vanillin,RxNorm
ethylhexyl methoxycrylene,RxNorm
"cured fat, pork side bacon",RxNorm
Aesculus glabra nut extract,RxNorm
Amaranthus viridis leaf extract,RxNorm
ethybenztropine,RxNorm
Gaultheria procumbens leaf extract,RxNorm
silybum marianum seed oil,RxNorm
hydrogen sulfite,RxNorm
glyceryl caprate,RxNorm
haemophilus influenzae immunoserum rabbit,RxNorm
dimethicone 20,RxNorm
hectorite,RxNorm
Heptanes,RxNorm
hesperetin laurate,RxNorm
hexyl laurate,RxNorm
diphenyltrichloroethane,RxNorm
ethylhexylglycerin,RxNorm
isoprene,RxNorm
isopropylbenzyl salicylate,RxNorm
neotame,RxNorm
lactococcus lactis immunoserum rabbit,RxNorm
o-cymen-5-ol,RxNorm
octadecene,RxNorm
octyl dodecanol,RxNorm
lauryl glucoside,RxNorm
metacresol,RxNorm
phenylacetaldehyde,RxNorm
methyl acrylate,RxNorm
methyl cinnamate,RxNorm
lomitapide,RxNorm
Barleria prionitis whole extract,RxNorm
Biosaccharide Gum-1,RxNorm
"CASEIN, STREPTOCOCCUS THERMOPHILUS CULTURED, PROPIONIBACTERIUM FREUDENREICHII SUBSP. SHERMANII CULTURED, AGED preparation",RxNorm
Zanthoxylum piperitum fruit rind extract,RxNorm
levomilnacipran,RxNorm
N-ALKYL ETHYLBENZYL DIMETHYL AMMONIUM (C12-C14),RxNorm
N-lactoylethanolamine,RxNorm
POLYGLYCERYL-10 DECAOLEATE,RxNorm
POLYQUATERNIUM-39 (31-40-29 ACRYLIC ACID-ACRYLAMIDE-DADMAC; 1500000 MW),RxNorm
PPG-2 hydroxyethyl cocamide,RxNorm
PPG-26-BUTETH-26,RxNorm
PRUNUS DOMESTICA SUBSP. INSITITIA SEED OIL,RxNorm
Pacific cod preparation,RxNorm
Padina pavonica extract,RxNorm
PALMITOYL LYSYLDIOXYMETHIONYLLYSINE,RxNorm
PEG-9 diglycidyl ether and sodium hyaluronate cross polymer,RxNorm
POLOXAMER 403,RxNorm
Persicaria tinctoria top extract,RxNorm
Piper betle leaf extract,RxNorm
RADIUM CHLORIDE RA-223,RxNorm
oxytropis lambertii top extract,RxNorm
fipronil,RxNorm
ethyl acrylate-methacrylic acid-steareth-20 methacrylate copolymer,RxNorm
Sodium Lauroyl Methyl Isethionate,RxNorm
C30-50 ALCOHOLS,RxNorm
C9-11 PARETH-8,RxNorm
Salvia officinalis root extract,RxNorm
black mustard seed extract,RxNorm
dexpanthenol,RxNorm
lyapolate,RxNorm
Senna Leaves,RxNorm
"sennosides, USP",RxNorm
naratriptan,RxNorm
emedastine,RxNorm
epinastine,RxNorm
Nifedipine,RxNorm
Malt extract,RxNorm
mofezolac,RxNorm
molgramostim,RxNorm
Mannitol,RxNorm
Nadolol,RxNorm
lycopene,RxNorm
magaldrate,RxNorm
Itraconazole,RxNorm
Methylprednisolone,RxNorm
Ivermectin,RxNorm
indanazoline,RxNorm
indobufen,RxNorm
infliximab,RxNorm
gamma-oryzanol,RxNorm
doxacurium,RxNorm
hexocyclium,RxNorm
ibutilide,RxNorm
Sulfamerazine,RxNorm
Sulfamethazine,RxNorm
METHYL BUTETISALICYLATE,RxNorm
METHYL DIACETYLCYSTEINATE,RxNorm
METHYLENEDIOXYCINNAMIC ACID,RxNorm
Potassium Permanganate,RxNorm
Protamone,RxNorm
podofilox,RxNorm
Methoxyflurane,RxNorm
Petroleum preparation,RxNorm
Miocamycin,RxNorm
Neon,RxNorm
Neostigmine,RxNorm
arbekacin,RxNorm
halazepam,RxNorm
gadobutrol,RxNorm
gadodiamide,RxNorm
levocabastine,RxNorm
flunixin,RxNorm
gallium nitrate,RxNorm
ioversol,RxNorm
Naloxone,RxNorm
ebastine,RxNorm
edoxudine,RxNorm
ezetimibe,RxNorm
efloxate,RxNorm
fluocortin butyl ester,RxNorm
fluorescein dilaurate,RxNorm
flupirtine,RxNorm
isoconazole,RxNorm
isothipendyl,RxNorm
Mometasone,RxNorm
Sulfadimethoxine,RxNorm
Sulfadoxine,RxNorm
Sulfaguanidine,RxNorm
Sulfalene,RxNorm
MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135,RxNorm
MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,RxNorm
MENINGOCOCCAL VACCINE B,RxNorm
METHOSERPIDINE,RxNorm
Spirulina,RxNorm
Paraffin,RxNorm
Paraldehyde,RxNorm
Tretinoin,RxNorm
Mazindol,RxNorm
Ox bile extract,RxNorm
Oxacillin,RxNorm
Nitromersol,RxNorm
fluocinolone,RxNorm
hetacillin,RxNorm
gadoteridol,RxNorm
montelukast,RxNorm
etoricoxib,RxNorm
Misoprostol,RxNorm
magnesium acetate,RxNorm
Mebendazole,RxNorm
Nordazepam,RxNorm
Pramlintide,RxNorm
S-Adenosylmethionine Sulfate Tosylate,RxNorm
Tenofovir,RxNorm
Trichophyton antigen,RxNorm
cetuximab,RxNorm
chlorothen,RxNorm
clofarabine,RxNorm
bosentan monohydrate,RxNorm
ziconotide,RxNorm
aminosalicylic acid,RxNorm
Biotin,RxNorm
Desogestrel,RxNorm
Damiana extract,RxNorm
Danazol,RxNorm
Chlorprothixene,RxNorm
Chlorquinaldol,RxNorm
"ALBUMIN,CHROMATED CR-51 SERUM",RxNorm
Anthraquinone glycoside,RxNorm
walnut allergenic extract,RxNorm
Levodopa,RxNorm
Levofloxacin,RxNorm
AMYL SALICYLATE,RxNorm
amylmetacresol,RxNorm
Aspergillus fumigatus,RxNorm
Aspergillus niger preparation,RxNorm
Aminophylline,RxNorm
Antilymphocyte Immunoglobulin,RxNorm
Antimony Potassium Tartrate,RxNorm
Arnica montana Extract,RxNorm
Asafetida extract,RxNorm
azelastine,RxNorm
Rhizopus oryzae extract,RxNorm
Adrenal cortex extract,RxNorm
doxorubicin liposome,RxNorm
Lipotropic Agents,RxNorm
Allantoin,RxNorm
AZINTAMIDE,RxNorm
Agar,RxNorm
Chaste tree preparation,RxNorm
Air,RxNorm
Ajmaline,RxNorm
Antithrombin III,RxNorm
Boron,RxNorm
Botulinum Toxin Type A,RxNorm
mercaptopurine,RxNorm
Oxyquinoline,RxNorm
Acebutolol,RxNorm
Acenocoumarol,RxNorm
Acepromazine,RxNorm
acetanilide,RxNorm
Acetazolamide,RxNorm
Acetic Acid,RxNorm
Acetohexamide,RxNorm
Alclometasone,RxNorm
Anethole Trithione,RxNorm
Angelica sinensis preparation,RxNorm
Allylestrenol,RxNorm
Auranofin,RxNorm
saccharomyces cerevisiae allergenic extract,RxNorm
Allethrin,RxNorm
Atosiban,RxNorm
Bencyclane,RxNorm
Bendroflumethiazide,RxNorm
Cat's Claw preparation,RxNorm
cayenne extract,RxNorm
Cefaclor,RxNorm
thyroid (USP),RxNorm
Doxycycline,RxNorm
Cortisone,RxNorm
Polysorbate 80,RxNorm
fondaparinux,RxNorm
"formaldehydesulfoxylate, monosodium salt",RxNorm
formestane,RxNorm
Mitomycin,RxNorm
methyl 5-aminolevulinate,RxNorm
methyl anthranilate,RxNorm
methyl salicylate,RxNorm
monoethyl fumarate,RxNorm
dipropylacetamide,RxNorm
dirithromycin,RxNorm
interferon alfacon-1,RxNorm
nilvadipine,RxNorm
isoaminile,RxNorm
Measles Vaccine,RxNorm
fomivirsen,RxNorm
lachesine,RxNorm
lacidipine,RxNorm
lactitol,RxNorm
lamotrigine,RxNorm
guanadrel,RxNorm
fomocain,RxNorm
fonazine,RxNorm
nebivolol,RxNorm
nefazodone,RxNorm
moexipril,RxNorm
methixene,RxNorm
ALIBENDOL,RxNorm
Becaplermin,RxNorm
Aluminum aspirin,RxNorm
Aluminum carbonate,RxNorm
Aluminum stearate,RxNorm
Amantadine,RxNorm
Benactyzine,RxNorm
Aluminum Oxide,RxNorm
Alanine,RxNorm
Astragalus Root Extract,RxNorm
Astragalus preparation,RxNorm
"belladonna extract, USP",RxNorm
Cordyceps sinensis preparation,RxNorm
Corticotropin-Releasing Hormone,RxNorm
CUTTLE FISH INK,RxNorm
Azlocillin,RxNorm
Atracurium,RxNorm
Atropine,RxNorm
Acetylcholinesterase,RxNorm
Copper Gluconate,RxNorm
Copper Sulfate,RxNorm
Lorazepam,RxNorm
denatured ethanol,RxNorm
Amprenavir,RxNorm
Inamrinone,RxNorm
"ALBUMIN,IODINATED I-125 SERUM",RxNorm
"ALBUMIN,IODINATED I-131 SERUM",RxNorm
Belladonna Alkaloids,RxNorm
silk allergenic extract,RxNorm
Broccoli preparation,RxNorm
Bromazepam,RxNorm
acexamic acid,RxNorm
82 Strontium,RxNorm
85 Strontium,RxNorm
99 Molybdenum,RxNorm
Acetoxolone,RxNorm
Acetyl salicylate,RxNorm
Ancrod,RxNorm
Amiodarone,RxNorm
Amisulpride,RxNorm
Algestone,RxNorm
Canrenoic Acid,RxNorm
Canrenone,RxNorm
Loxapine,RxNorm
Copper,RxNorm
Loratadine,RxNorm
ammonium lauroyl sarcosinate,RxNorm
caproyl lactate,RxNorm
castoryl maleate,RxNorm
dibutyl maleate,RxNorm
"alpha-bisabolol, (+)-",RxNorm
apple fruit oil,RxNorm
4-aminophenol,RxNorm
2-diethylaminoethanol,RxNorm
2-ethylhexyl acrylate,RxNorm
HYDROXYPROPYL CELLULOSE (TYPE M),RxNorm
Gold Tribromide,RxNorm
GLYCERYL CITRATE,RxNorm
Gelidium cartilagineum extract,RxNorm
3-aminophenol,RxNorm
M-PHENYLENEDIAMINE,RxNorm
METHYL PROPIONATE,RxNorm
Melaleuca alternifolia flowering top extract,RxNorm
Chenopodium album whole extract,RxNorm
methyl palmitate,RxNorm
diethylene glycol distearate,RxNorm
farnesyl acetate,RxNorm
flutemetamol,RxNorm
white mustard seed extract,RxNorm
tridecyl lactate,RxNorm
poloxamer 331,RxNorm
"1-PROPANAMINIUM, 2-(ACETYLOXY)-3-CARBOXY-N,N,N-TRIMETHYL-, INNER SALT, (2S)-",RxNorm
7-behenoylstearate,RxNorm
ACID BLACK 52,RxNorm
3-IODO-1-PROPANOL,RxNorm
Argania spinosa seed extract,RxNorm
Althaea officinalis flower extract,RxNorm
Amaranth Dye,RxNorm
CAPRIC DIETHANOLAMIDE,RxNorm
Crinum asiaticum whole extract,RxNorm
Cocoyl Glycinate,RxNorm
tiotropium,RxNorm
tiratricol,RxNorm
piperidolate,RxNorm
piperocaine,RxNorm
Strychnine,RxNorm
Strychnos ignatii preparation,RxNorm
Thiophene,RxNorm
yellow-fever virus,RxNorm
zafirlukast,RxNorm
red yeast rice,RxNorm
remifentanil,RxNorm
rennet,RxNorm
repaglinide,RxNorm
podophyllin,RxNorm
pentifylline,RxNorm
roxatidine,RxNorm
royal jelly,RxNorm
ruscogenin,RxNorm
benzylthiouracil,RxNorm
beractant,RxNorm
zopiclone,RxNorm
Loteprednol,RxNorm
pregabalin,RxNorm
Ticlopidine,RxNorm
prednylidene,RxNorm
thiocolchicoside,RxNorm
thiopropazate,RxNorm
tisopurine,RxNorm
p-Hydroxyamphetamine,RxNorm
propiomazine,RxNorm
propiverine,RxNorm
temafloxacin,RxNorm
temocillin,RxNorm
temoporfin,RxNorm
temozolomide,RxNorm
testosterone 17-phenylpropionate,RxNorm
basiliximab,RxNorm
proxigermanium,RxNorm
bisabolol,RxNorm
bisdequalinium,RxNorm
bismuth aluminate,RxNorm
